url	primary language	stars	forks
https://github.com/gpmgo/gopm	Go	1324	115
https://github.com/larsenwork/Gidole	Shell	1319	51
https://github.com/mozilla/MozDef	JavaScript	1297	192
https://github.com/xunit/xunit	C#	1292	369
https://github.com/github-archive/developer.github.com	Ruby	1288	1336
https://github.com/jasonlong/isometric-contributions	CSS	1275	66
https://github.com/googlevr/vrview	JavaScript	1273	636
https://github.com/oreillymedia/open_government		1267	216
https://github.com/sindresorhus/refined-github	JavaScript	1253	117
https://github.com/flexiblegs/flexiblegs-scss-plus	CSS	1247	129
https://github.com/mentum/lambdaws	JavaScript	1242	38
https://github.com/octokit/octokit.net	C#	1222	640
https://github.com/Hextris/hextris	JavaScript	1216	428
https://github.com/astropy/astropy	Python	1212	681
https://github.com/Yelp/osxcollector	Python	1210	133
https://github.com/GarageGames/Torque2D	C++	1205	1469
https://github.com/ocaml/ocaml	OCaml	1195	346
https://github.com/mikeizbicki/HLearn	Haskell	1193	115
https://github.com/pre-commit/pre-commit	Python	1192	99
https://github.com/GoogleChrome/accessibility-developer-tools	JavaScript	1188	171
https://github.com/coala/coala	Python	1185	553
https://github.com/petdance/ack2	Perl	1168	131
https://github.com/Caliburn-Micro/Caliburn.Micro	C#	1168	430
https://github.com/PocketMine/PocketMine-MP	PHP	1168	697
https://github.com/github/Rebel	Objective-C	1166	116
https://github.com/libgit2/libgit2sharp	C#	1160	472
https://github.com/superpowers/superpowers-core	TypeScript	1158	100
https://github.com/streamio/streamio-ffmpeg	Ruby	1151	330
https://github.com/Netflix/vizceral	JavaScript	1149	84
https://github.com/goadapp/goad	Go	1148	75
https://github.com/reactjs/react-a11y	JavaScript	1147	73
https://github.com/HoTT/book	TeX	1138	244
https://github.com/nprapps/app-template	JavaScript	1131	173
https://github.com/codahale/bcrypt-ruby	C	1124	163
https://github.com/spring/spring	C++	1114	453
https://github.com/WhiteHouse/petitions	JavaScript	1109	335
https://github.com/adobe-fonts/source-serif-pro	Shell	1099	91
https://github.com/walterhiggins/ScriptCraft	JavaScript	1088	274
https://github.com/ellisonleao/clumsy-bird	JavaScript	1065	733
https://github.com/apache/mahout	Java	1062	753
https://github.com/shakiba/stage.js	JavaScript	1060	152
https://github.com/GooTechnologies/goojs	JavaScript	1058	111
https://github.com/icsharpcode/SharpDevelop	C#	1052	408
https://github.com/threatstream/mhn	Shell	1045	270
https://github.com/eholk/harlan	Scheme	1042	86
https://github.com/dart-lang/sdk	Dart	1039	170
https://github.com/stephenhutchings/typicons.font	HTML	1021	140
https://github.com/SeldonIO/seldon-server	Java	1013	206
https://github.com/dojo/dojo	JavaScript	1005	465
https://github.com/openaddresses/openaddresses	JavaScript	990	624
https://github.com/addyosmani/a11y	JavaScript	985	51
https://github.com/parkerbennett/stackicons	CSS	963	124
https://github.com/sk89q/WorldEdit	Java	952	501
https://github.com/metabrainz/picard	Python	949	179
https://github.com/andreasgal/B2G	Shell	946	161
https://github.com/wet-boew/wet-boew	HTML	945	524
https://github.com/seriesseed/equity		931	211
https://github.com/GSA/data.gov	PHP	923	254
https://github.com/FascinatedBox/lily	C	921	37
https://github.com/gamelinux/passivedns	C	915	249
https://github.com/Keyamoon/IcoMoon-Free	HTML	915	166
https://github.com/spmjs/spm	JavaScript	903	194
https://github.com/charliesome/jsos	C	903	167
https://github.com/iamcal/php-emoji	PHP	899	219
https://github.com/nikolaypavlov/MLPNeuralNet	Objective-C	898	240
https://github.com/KnightOS/KnightOS	Assembly	897	186
https://github.com/libgit2/objective-git	Objective-C	893	212
https://github.com/atom/apm	CoffeeScript	889	191
https://github.com/twitter/innovators-patent-agreement		882	124
https://github.com/gamelab/kiwi.js	JavaScript	878	193
https://github.com/Squirrel/Squirrel.Mac	Objective-C	873	51
https://github.com/simbody/simbody	C++	868	256
https://github.com/sleuthkit/sleuthkit	C	867	274
https://github.com/Microsoft/microsoft.github.io	HTML	860	300
https://github.com/usds/playbook	CSS	857	259
https://github.com/mozilla/mig	Go	850	162
https://github.com/datumbox/datumbox-framework	Java	844	236
https://github.com/medialize/ally.js	JavaScript	835	40
https://github.com/pybuilder/pybuilder	Python	835	169
https://github.com/rakudo/rakudo	Perl6	833	276
https://github.com/clutchski/coffeelint	CoffeeScript	824	160
https://github.com/pengwynn/flint	Go	822	101
https://github.com/Komodo/KomodoEdit	Python	820	189
https://github.com/etsy/MIDAS		815	136
https://github.com/Justineo/github-hovercard	JavaScript	812	46
https://github.com/swannodette/logic-tutorial	Clojure	811	71
https://github.com/pfefferle/openwebicons	HTML	804	161
https://github.com/mrowa44/emojify	Shell	801	35
https://github.com/pa11y/pa11y	JavaScript	790	62
https://github.com/nasa/mct	Java	780	256
https://github.com/CarlosGS/Cyclone-PCB-Factory	Python	776	286
https://github.com/mislav/rfc	JavaScript	774	52
https://github.com/MfgLabs/mfglabs-iconset	CSS	770	80
https://github.com/thenewstack/docker-and-containers-ebooks		769	80
https://github.com/voxmedia/meme	JavaScript	769	256
https://github.com/nsubstitute/NSubstitute	C#	767	162
https://github.com/theleagueof/league-gothic	CSS	766	89
https://github.com/amber-smalltalk/amber		762	131
https://github.com/scottdejonge/map-icons	HTML	759	109
https://github.com/freshshell/fresh	Ruby	758	69
https://github.com/thomaswilburn/Caret	JavaScript	755	118
https://github.com/muan/github-gmail	JavaScript	754	199
https://github.com/ncase/polygons	JavaScript	746	143
https://github.com/pakyow/pakyow	Ruby	740	63
https://github.com/gillesdemey/Cumulus	JavaScript	740	70
https://github.com/csete/gqrx	C++	737	198
https://github.com/brianpeiris/RiftSketch	JavaScript	736	91
https://github.com/gjtorikian/html-proofer	Ruby	731	84
https://github.com/jspahrsummers/xcconfigs		726	131
https://github.com/twitter/twitter.github.com	HTML	719	405
https://github.com/NREL/api-umbrella	Ruby	718	135
https://github.com/panda3d/panda3d	C++	711	230
https://github.com/brianmario/charlock_holmes	Ruby	697	88
https://github.com/AdamsLair/duality	C#	694	187
https://github.com/gnuradio/gnuradio	C++	690	558
https://github.com/msmhq/msm	Shell	688	180
https://github.com/ReactiveCocoa/ReactiveCocoaLayout	Objective-C	681	58
https://github.com/potionfactory/LetsMove	Objective-C	674	102
https://github.com/ruslo/hunter	CMake	672	127
https://github.com/project-open-data/project-open-data.github.io	HTML	666	397
https://github.com/unitedstates/congress-legislators	Python	664	271
https://github.com/dfm/emcee	Python	661	268
https://github.com/typelift/SwiftCheck	Swift	648	53
https://github.com/divegeek/uscode	Python	632	58
https://github.com/jubatus/jubatus	C++	628	134
https://github.com/rodjek/puppet-lint	Ruby	619	173
https://github.com/spotify/apps-tutorial		617	173
https://github.com/bhollis/jsonview	JavaScript	614	158
https://github.com/Q42/0hh1	JavaScript	598	205
https://github.com/shpakovski/MASPreferences	Objective-C	595	77
https://github.com/thieman/github-selfies	JavaScript	584	58
https://github.com/boredzo/iso-8601-date-formatter	Objective-C	582	127
https://github.com/leereilly/swot	Ruby	580	3455
https://github.com/hawksley/eleVR-Web-Player	JavaScript	572	174
https://github.com/NuGet/Home	PowerShell	570	96
https://github.com/matreshkajs/matreshka	JavaScript	570	62
https://github.com/notwaldorf/emoji-translate	JavaScript	565	73
https://github.com/mp911de/lettuce	Java	565	158
https://github.com/stamen/modestmaps-js	JavaScript	562	157
https://github.com/APIs-guru/openapi-directory	JavaScript	556	81
https://github.com/factor/factor	Factor	556	105
https://github.com/jxnblk/colorable	HTML	551	56
https://github.com/frappe/frappe	Python	550	418
https://github.com/cashmusic/platform	PHP	542	194
https://github.com/methusalah/OpenRTS	Java	539	72
https://github.com/essentials/Essentials	Java	537	874
https://github.com/pybee/batavia	JavaScript	534	235
https://github.com/TomorrowTodayLabs/NewtonVR	C#	533	152
https://github.com/muan/emojilib	JavaScript	528	115
https://github.com/ushahidi/SMSSync	Java	525	335
https://github.com/ekelokorpi/panda-engine	JavaScript	522	94
https://github.com/carlosgaldino/alfred-emoji-workflow	Ruby	522	45
https://github.com/theleagueof/raleway		520	47
https://github.com/SpigotMC/BungeeCord	Java	518	689
https://github.com/republique-et-canton-de-geneve/chvote-1-0	Java	507	39
https://github.com/propublica/guides	HTML	507	106
https://github.com/cloud66/habitus	Go	502	38
https://github.com/paulcbetts/splat	C#	501	93
https://github.com/MightyPirates/OpenComputers	Scala	497	187
https://github.com/mroth/emojitracker		495	35
https://github.com/ocaml/opam	OCaml	493	165
https://github.com/github/Archimedes	Objective-C	492	39
https://github.com/Genshin/PhantomOpenEmoji	Ruby	467	78
https://github.com/adobe/adobe.github.com	CSS	466	251
https://github.com/PrismarineJS/mineflayer	JavaScript	465	97
https://github.com/Vazkii/Botania	Java	464	226
https://github.com/4ian/GD	C++	462	94
https://github.com/qiciengine/qiciengine		446	72
https://github.com/kpreid/shinysdr	Python	444	49
https://github.com/travis-ci/travis-web	JavaScript	443	207
https://github.com/rapidpro/rapidpro	JavaScript	437	203
https://github.com/miek/inspectrum	C++	432	62
https://github.com/Artificial-Engineering/lycheejs	JavaScript	427	95
https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue	Python	422	173
https://github.com/sindresorhus/notifier-for-github-chrome	JavaScript	415	65
https://github.com/dib-lab/khmer	Python	415	243
https://github.com/icsharpcode/AvalonEdit	C#	415	166
https://github.com/kamranahmedse/githunt	HTML	413	35
https://github.com/chapel-lang/chapel	Chapel	409	134
https://github.com/MitocGroup/deep-framework	HTML	407	55
https://github.com/twitter/twitter-kit-android	Java	405	126
https://github.com/catalyzeio/policies	JavaScript	404	171
https://github.com/github/government.github.com	HTML	402	429
https://github.com/cms-sw/cmssw	C++	402	2129
https://github.com/rishabhp/pappu-pakia	JavaScript	401	1445
https://github.com/wpeterson/emoji	Ruby	400	54
https://github.com/danielsdeleo/Decider	Ruby	395	58
https://github.com/alphagov/whitehall	Ruby	390	152
https://github.com/ndmitchell/hlint	Haskell	390	62
https://github.com/codeforamerica/adopt-a-hydrant	Ruby	374	262
https://github.com/theleagueof/ostrich-sans	CSS	373	34
https://github.com/AlienVault-Labs/AlienVaultLabs	Python	369	117
https://github.com/notwaldorf/github-canned-responses	JavaScript	368	35
https://github.com/drewrwilson/toolsforactivism		368	38
https://github.com/electron/electron.atom.io	HTML	368	351
https://github.com/Netflix/netflix.github.com	HTML	366	214
https://github.com/ffoodd/a11y.css	CSS	364	33
https://github.com/echonest/remix.js	JavaScript	364	79
https://github.com/brunopulis/awesome-a11y		364	40
https://github.com/uscensusbureau/citysdk	JavaScript	358	125
https://github.com/mcMMO-Dev/mcMMO	Java	351	328
https://github.com/jgaeddert/liquid-dsp	C	348	100
https://github.com/ushahidi/platform	PHP	344	200
https://github.com/Circular-Studios/Dash	D	344	59
https://github.com/theleagueof/junction		342	39
https://github.com/RefugeRestrooms/refugerestrooms	JavaScript	320	138
https://github.com/ngageoint/geoq	JavaScript	318	96
https://github.com/klepas/open-baskerville	Ruby	317	108
https://github.com/soundcloud/areweplayingyet	JavaScript	305	69
https://github.com/junegunn/vim-emoji	VimL	304	19
https://github.com/mtytel/cursynth	C++	301	54
https://github.com/fontello/brandico.font	HTML	298	62
https://github.com/jhogue/PE-Analog-Clock-icon-font	HTML	296	24
https://github.com/ashtuchkin/u2f	JavaScript	293	36
https://github.com/Samsung/GearVRf	C++	293	177
https://github.com/IBM/ibm.github.io	HTML	288	130
https://github.com/hackdaymanifesto/hackdaymanifesto.github.com	CSS	282	139
https://github.com/psas/av3-fc	C	281	56
https://github.com/praekelt/vumi	Python	279	110
https://github.com/canadaduane/house		277	267
https://github.com/eclipse/golo-lang	Java	271	86
https://github.com/micdoodle8/Galacticraft	Java	270	218
https://github.com/robrix/Madness	Swift	268	13
https://github.com/whhglyphs/webhostinghub-glyphs		268	34
https://github.com/times/cardkit	JavaScript	267	72
https://github.com/RangeNetworks/openbts	C++	262	153
https://github.com/ReactiveCocoa/RockemSockem	Objective-C	262	96
https://github.com/github/hoosegow	Ruby	262	41
https://github.com/jspahrsummers/objc-build-scripts	Shell	259	24
https://github.com/GlowstoneMC/Glowstone	Java	259	99
https://github.com/musictheory/rchook	Shell	254	30
https://github.com/square/square.github.io	CSS	246	92
https://github.com/perl-catalyst/catalyst-runtime	Perl	246	97
https://github.com/xlgames-inc/XLE	C++	243	59
https://github.com/crashlytics/digits-android	Java	242	76
https://github.com/inaka/elvis	Erlang	241	60
https://github.com/dylan-lang/opendylan	Dylan	240	51
https://github.com/opengovfoundation/madison	PHP	234	78
https://github.com/sindresorhus/notifier-for-github		232	23
https://github.com/ComputationalRadiationPhysics/picongpu	C++	229	104
https://github.com/ember-cli/ember-twiddle	JavaScript	229	68
https://github.com/rdio/rdio-simple	Java	226	90
https://github.com/accesslint/accesslint.js	JavaScript	224	6
https://github.com/leereilly/emoji		223	33
https://github.com/leo-editor/leo-editor	Python	223	57
https://github.com/cfpb/qu	Clojure	221	69
https://github.com/TimeMagazine/babynames	JavaScript	221	52
https://github.com/Esri/esri.github.com	HTML	220	91
https://github.com/theleagueof/chunk		219	22
https://github.com/hotosm/osm-tasking-manager2	JavaScript	218	104
https://github.com/realmacsoftware/RMErrorRecoveryAttempter	Objective-C	218	22
https://github.com/mathiasbynens/emoji-regex	JavaScript	218	19
https://github.com/srcclr/commit-watcher	Ruby	215	27
https://github.com/idiot/Spiffing	PHP	211	45
https://github.com/ropensci/rplos	R	211	116
https://github.com/GliaX/Stethoscope	Ruby	211	43
https://github.com/pluspeople/pesaPi	PHP	208	201
https://github.com/sdrdis/hotfix	C#	207	1445
https://github.com/jeroenverfallie/ggo13-transcube	JavaScript	207	563
https://github.com/karelia/KSFileUtilities	Objective-C	206	17
https://github.com/Unity-Technologies/EditorVR	C#	201	35
https://github.com/Heydon/REVENGE.CSS	CSS	200	17
https://github.com/artsy/artsy.github.io	CSS	196	101
https://github.com/harshjv/github-repo-size	JavaScript	196	18
https://github.com/censusreporter/censusreporter	HTML	196	73
https://github.com/muan/emoji-minesweeper	JavaScript	195	33
https://github.com/Yubico/python-u2flib-server	Python	187	49
https://github.com/gosu-lang/gosu-lang	Gosu	183	42
https://github.com/cyverse/atmosphere	Python	180	75
https://github.com/prettydiff/a11y-tools		179	10
https://github.com/Yubico/php-u2flib-server	PHP	175	36
https://github.com/cupakromer/emoji-rspec	Ruby	171	13
https://github.com/gklyne/things		170	89
https://github.com/tcurdt/feedbackreporter	Objective-C	170	44
https://github.com/hackaye/activism-framework		170	40
https://github.com/notwaldorf/emojillate	HTML	169	13
https://github.com/datadesk/python-elections	Python	168	36
https://github.com/OperationCode/operationcode	HTML	168	161
https://github.com/Chicago/food-inspections-evaluation	HTML	166	80
https://github.com/tstranex/u2f	Go	165	18
https://github.com/GSA/data	HTML	165	72
https://github.com/castle/ruby-u2f	Ruby	162	15
https://github.com/gbatha/PolyBranch	JavaScript	156	1445
https://github.com/Yubico/libu2f-host	C	153	76
https://github.com/nysenate/OpenLegislation	Java	152	69
https://github.com/codeafrica/github-africa	Python	150	98
https://github.com/GSA/https	Python	149	55
https://github.com/18F/open-source-policy		148	66
https://github.com/nmoroze/swap	JavaScript	147	563
https://github.com/MachineMuse/MachineMusePowersuits	Java	145	90
https://github.com/muan/megamoji	CSS	144	34
https://github.com/JJ/hoborg	Perl	139	50
https://github.com/muan/dashboard	JavaScript	136	17
https://github.com/Yelp/yelp.github.io	JavaScript	136	57
https://github.com/github/resque	Ruby	132	1446
https://github.com/Shopify/shopify.github.com	CSS	131	69
https://github.com/zzarcon/gh-emoji	JavaScript	129	6
https://github.com/antionio/game-off-2013	Java	126	563
https://github.com/cernopendata/opendata.cern.ch	Python	125	49
https://github.com/srsLTE/srsUE	C++	125	50
https://github.com/benbalter/congressional-districts		122	32
https://github.com/lastfm/musicbrainz-data	Java	118	59
https://github.com/sanemat/do-not-merge-wip-for-github	JavaScript	116	19
https://github.com/nyaruka/smartmin	Python	115	22
https://github.com/documize/community	Go	113	15
https://github.com/mozzadrella/Informal-Tech-Project		112	22
https://github.com/ded/emojize	CSS	112	20
https://github.com/wordset/wordset-ui	CSS	111	18
https://github.com/underverk/3D_Printer	C++	111	93
https://github.com/ProLoser/Github-Omnibox	JavaScript	110	15
https://github.com/gavinwahl/django-u2f	Python	110	14
https://github.com/iliterobotics/3D		107	56
https://github.com/SAP/sap.github.com	HTML	105	53
https://github.com/xtoolkit/Micon	CSS	102	14
https://github.com/CMAA/nova-organi-harmonia		102	29
https://github.com/avoinministerio/avoinministerio	Ruby	95	50
https://github.com/onaio/onadata	Python	95	81
https://github.com/stevefaulkner/HTML5accessibility	HTML	92	28
https://github.com/emberobserver/client	JavaScript	91	25
https://github.com/TwoFactorAuth/ruby	Ruby	90	9
https://github.com/Yubico/java-u2flib-server	Java	90	36
https://github.com/keen/keen-dataviz.js	JavaScript	90	24
https://github.com/thecodejunkie/github.expandinizr	JavaScript	89	35
https://github.com/timehome/game-off-2012	JavaScript	88	1445
https://github.com/reprap/huxley	Assembly	87	29
https://github.com/guardian/guardian.github.com	HTML	82	35
https://github.com/gilt/code.gilt.com	CSS	81	56
https://github.com/18F/accessibility	Ruby	81	38
https://github.com/dequelabs/axe-cli	JavaScript	80	6
https://github.com/mroth/emojistatic	CSS	80	12
https://github.com/eweinhoffer/Bike-Accessories		80	27
https://github.com/lulea/game-off-2012	CoffeeScript	75	1445
https://github.com/cfpb/cfpb.github.io	HTML	74	78
https://github.com/RothschildGames/release-cycles	CoffeeScript	74	1445
https://github.com/BetaNYC/Bike-Share-Data-Best-Practices		73	31
https://github.com/harvesthq/how-to-walkabout		72	17
https://github.com/regulately/regulately-back-end	Python	71	14
https://github.com/code4lib/antiharassment-policy		71	74
https://github.com/universalcore/elastic-git	Python	70	8
https://github.com/CodeForAfrica/GotToVote	HTML	70	48
https://github.com/ondras/custom-tetris	JavaScript	69	563
https://github.com/BuzzFeedNews/2014-06-bikeshare-gender-maps	Jupyter Notebook	68	28
https://github.com/Yatser/prettypullrequests	JavaScript	67	23
https://github.com/brucedog/u2flib	JavaScript	67	15
https://github.com/dylanb/a11yfy	JavaScript	64	15
https://github.com/gnuradio/volk	C++	63	46
https://github.com/thehen/game-off-2012		61	1445
https://github.com/minefold/hubot-minecraft	CoffeeScript	56	11
https://github.com/eyedol/kasahorow-Keyboard-For-Android	Java	55	41
https://github.com/frontlinesms/frontlinesms2	Groovy	55	35
https://github.com/huffpostdata/ap-election-loader	Ruby	53	28
https://github.com/Yubico/libu2f-server	C	52	11
https://github.com/kenamick/game-off-2013	JavaScript	52	563
https://github.com/ryanflorence/github-plusone-extension	JavaScript	51	16
https://github.com/Zolmeister/avabranch	JavaScript	48	1445
https://github.com/mroth/emoji-data-js	CoffeeScript	48	13
https://github.com/razh/game-off-2013	JavaScript	48	563
https://github.com/ddionisio/game-off-2013	C#	47	563
https://github.com/OpenInstitute/OpenDuka	PHP	46	37
https://github.com/CityOfPhiladelphia/flu-shot-spec	Ruby	45	19
https://github.com/aduggin/accessibility-fails	HTML	44	7
https://github.com/panzerdp/clipboardy	JavaScript	40	4
https://github.com/swcarpentry/swcarpentry		40	7
https://github.com/sweetcarolinagames/BitBot	JavaScript	40	563
https://github.com/benbalter/github-mention-highlighter	JavaScript	39	10
https://github.com/krzysu/game-off-2013	JavaScript	38	563
https://github.com/skalnik/peg-board-spindle		38	17
https://github.com/ForbesLindesay/github-real-names	JavaScript	38	15
https://github.com/chisimba/chisimba	JavaScript	36	20
https://github.com/angular/protractor-accessibility-plugin	JavaScript	35	14
https://github.com/RothschildGames/change	CoffeeScript	35	563
https://github.com/redbluegames/game-off-2013	C#	35	563
https://github.com/Octocarina/game-off-2012	JavaScript	35	1445
https://github.com/e-nable/Service-Station	CSS	34	23
https://github.com/WhiteHouse/fitara	CSS	33	35
https://github.com/Yubico/wordpress-u2f	PHP	31	11
https://github.com/Murkantilism/game-off-2013	C#	31	563
https://github.com/rootio/rootio_web	Python	31	15
https://github.com/AD1337/ForKingGame	ActionScript	31	1445
https://github.com/news-hound/Ronin	JavaScript	30	4
https://github.com/ogoshen/game-off-2012	JavaScript	29	1445
https://github.com/glennswest/kosselg1		29	15
https://github.com/kenamick/game-off-2012	JavaScript	28	1445
https://github.com/svenanders/jetmanjr	JavaScript	27	1445
https://github.com/mike-north/chrome-github-boxcutter	JavaScript	27	12
https://github.com/ajam/2014_payday-nation-data		26	8
https://github.com/awesome-interactive/game-off-2013	C#	26	563
https://github.com/JuanitoFatas/mojime	Ruby	26	9
https://github.com/dukechronicle/chronline	Ruby	25	5
https://github.com/mtravers/callcongress	Clojure	24	7
https://github.com/skalnik/secret-bear-clip		23	25
https://github.com/ndd365/showup	CSS	22	1
https://github.com/adhicl/game-off-2012	ActionScript	21	1445
https://github.com/ktchernov/Dig-Deep-RL	CoffeeScript	21	3
https://github.com/cwleonard/game-off-2015	JavaScript	20	1445
https://github.com/josegallegos07/game-off-2013	JavaScript	19	563
https://github.com/CommerceGov/Policies-and-Guidance		19	21
https://github.com/regulately/regulately-front-end	JavaScript	18	2
https://github.com/fernjager/game-off-2013	JavaScript	18	563
https://github.com/Yorubaname/yorubaname-website	Java	18	19
https://github.com/leereilly/hubot-minecraft-skin		17	4
https://github.com/debugpolitics/debugpolitics.github.io	HTML	17	11
https://github.com/openlexington/gethelplex	JavaScript	17	90
https://github.com/JamesGable/skifree.js	JavaScript	16	55
https://github.com/sweetcarolinagames/Umbilicus-Ascension	C#	16	7
https://github.com/DancingBanana/genetic-drift	JavaScript	15	1445
https://github.com/sahuguet/influenza	Jupyter Notebook	14	4
https://github.com/vladikoff/game-off-2012	JavaScript	14	1445
https://github.com/Juzley/Typing-Knight	JavaScript	13	6
https://github.com/IonicaBizau/octo-pakia	JavaScript	13	1445
https://github.com/Epiphane/avabranch	JavaScript	12	1445
https://github.com/Froggies/trake	JavaScript	12	26
https://github.com/kenamick/game-off-2015	JavaScript	12	3
https://github.com/t4nuj/clumsy-bird	JavaScript	11	733
https://github.com/satanas/game-off-2015	JavaScript	11	2
https://github.com/razh/upstream-commit	JavaScript	11	1445
https://github.com/MistyMiracle/a-lighted-story	JavaScript	10	10
https://github.com/liline/pappu-pakia	JavaScript	10	1445
https://github.com/catalincraciun/Chromacore	C#	8	5
https://github.com/AkirAssasin/ggo15-FloodIt	JavaScript	8	1
https://github.com/Grub0/Lost-Beneath-The-Surface	JavaScript	8	4
https://github.com/Kibibit/achievibit	JavaScript	7	2
https://github.com/bitoiu/markwrap	JavaScript	5	2
https://github.com/bitoiu/github-red-alert	CoffeeScript	2	0
https://github.com/nationalparkservice/npmap.js	JavaScript	1	1
